##########################################################################################################################################
# This is the online data table for the paper Li et. al (2018)
# "SDSS-IV MaNGA: Global stellar population and gradients for about 2000 early-type and spiral galaxies on the mass-size plane"
#
# Table title: Properties of all the galaxies in the sample of Li et al. (2018)
##########################################################################################################################################
#  MaNGA ID  | Morphology | logsigma_e | logM_{1/2} | logR_e | logAge |  [Z/H]  | logM^*/L | Delta logAge | Delta [Z/H] | Delta logM^*/L |
#            |            |    km/s    |    M_sun   |   kpc  |  years |         |          |              |             |
#     (1)    |     (2)    |    (3)     |     (4)    |   (5)  |   (6)  |   (7)   |    (8)   |     (9)      |     (10)    |       (11)     |
##########################################################################################################################################
1-37980            S           2.01        10.83       1.05     9.63     -0.40      0.50        +0.03          -0.00                -0.01
1-38352            S           1.78         9.89       0.50     9.60     -0.24      0.42        +0.00          +0.20                +0.00
1-604039           S           1.90        10.49       0.98     9.05     -0.98      0.23        -0.36          -0.08                -0.36
1-38214            S           1.52         9.46       0.50     9.17     -0.78      0.28        -0.19          -0.18                -0.19
1-339233           S           1.72         9.67       0.42     9.18     -0.94      0.26        -0.04          -0.17                +0.07
1-339138           S           1.96        10.40       0.75     9.46     -0.58      0.51        -0.14          -0.36                -0.18
1-339028           S           2.15        10.89       1.01     9.90     +0.08      0.73        -0.27          +0.11                -0.11
1-339041           S           2.28        11.20       1.00     9.53     -0.14      0.53        -0.42          -0.46                -0.21
1-548136           S           2.06        11.07       1.11     9.48     -0.30      0.54        -0.72          -0.43                -0.23
1-338963           S           1.99        10.68       0.94     9.28     -0.69      0.42        -0.14          -0.42                +0.05
1-44219            S           2.06        10.64       0.89     9.56     -0.12      0.50        +0.03          -0.46                -0.02
1-339061           E           2.15        10.59       0.68     9.66     -0.26      0.55        -0.21          -0.47                -0.17
1-44216            S           1.85        10.49       1.06     9.37     -0.71      0.29        -0.52          -0.38                -0.35
1-339166           E           2.26        11.25       0.96     9.74     -0.10      0.59        +0.01          -0.08                -0.08
1-339010           S           1.99        10.42       0.73     9.56     -0.44      0.49        +0.03          +0.20                -0.12
1-44183            E           1.82         9.70       0.23     9.35     -0.31      0.33        +0.14          -0.20                +0.07
1-339042           S           2.18        11.00       0.99     9.60     -0.11      0.56        -0.42          -0.27                -0.20
1-339132           E           2.35        11.28       0.93     9.98     +0.05      0.77        -0.05          -0.30                -0.12
1-377617           E           2.41        11.49       0.96     9.79     +0.15      0.67        +0.39          -0.18                +0.28
1-377321           S           1.73         9.84       0.57     9.15     -1.18      0.33        +0.13          +0.07                +0.12
1-377626           E           2.25        11.06       0.78     9.85     +0.09      0.68        -0.01          -0.11                -0.02
1-377560           S           1.95        10.41       0.81     9.29     -0.78      0.36        -0.26          -0.28                -0.05
1-377221           S           1.89        10.64       1.13     9.42     -0.30      0.42        -0.59          -0.35                -0.22
1-548004           S           2.15        11.04       1.12     9.78     -0.15      0.58        -0.24          -0.23                -0.19
1-377378           S           1.86        10.15       0.65     9.51     -0.45      0.39        -0.08          +0.02                -0.15
1-338629           S           2.08        11.16       1.25     9.31     -0.34      0.33        -0.56          -1.10                -0.30
1-548024           S           2.26        11.41       1.32     9.60     -0.10      0.58        +0.10          -0.09                +0.00
1-338633           E           2.25        10.80       0.63     9.81     -0.01      0.64        -0.18          -0.17                -0.24
1-377508           E           2.36        11.42       0.95     9.89     +0.09      0.73        -0.10          -0.03                -0.08
1-548025           S           2.02        10.71       0.90     9.58     -0.16      0.46        -0.19          -0.07                -0.05
1-377576           S           1.55         9.37       0.47     9.14     -0.89      0.24        +0.41          -0.08                +0.23
1-548036           E           2.36        11.06       0.60    10.02     +0.02      0.80        -0.25          -0.06                -0.22
1-377787           E           2.26        11.14       0.88     9.82     -0.05      0.63        -0.14          +0.01                -0.12
1-567948           E           2.40        11.57       1.09     9.86     +0.06      0.68        -0.24          +0.01                -0.22
1-377990           E           2.38        11.44       1.00     9.78     +0.00      0.64        -0.13          +0.10                -0.08
1-377679           S           2.18        10.91       0.84     9.50     -0.21      0.53        +0.04          -0.45                +0.08
1-377686           S           1.83         9.96       0.50     9.42     -0.48      0.38        -0.11          +0.10                -0.20
1-377781           E           2.16        10.75       0.69     9.79     +0.03      0.62        -0.06          -0.06                -0.05
1-377841           S           2.07        11.10       1.20     9.34     -0.28      0.39        -0.06          -0.48                -0.02
1-338937           E           2.13        10.34       0.34     9.97     +0.01      0.73        +0.05          -0.24                -0.02
1-377720           S           2.23        11.18       1.02     9.43     -0.13      0.40        +0.21          -0.58                +0.01
1-338934           E           2.33        11.39       1.17    10.01     -0.15      0.76        +0.04          -0.61                -0.10
1-378039           S           2.07        10.74       0.80     9.10     -0.88      0.38        -0.05          -0.36                +0.03
1-378168           E           2.38        11.54       1.05     9.72     +0.13      0.58        -0.26          +0.13                -0.16
1-378276           E           2.29        11.06       0.78     9.83     +0.01      0.63        -0.07          -0.06                -0.09
1-548074           E           2.35        11.47       1.02     9.85     +0.09      0.71        -0.10          -0.03                -0.11
1-378164           S           1.98        10.93       1.06     9.28     -0.32      0.37        -0.40          -0.32                -0.09
1-548076           S           2.00        11.04       1.25     9.45     -0.40      0.36        -0.76          -0.59                -0.52
1-378148           S           2.27        11.06       0.75     9.80     +0.17      0.67        -0.47          +0.18                -0.33
1-339218           E           2.29        11.25       0.88     9.81     -0.02      0.63        -0.30          +0.22                -0.16
1-338911           E           1.96        10.18       0.59     9.86     +0.04      0.68        -0.08          -0.02                -0.05
1-339163           S           2.21        11.12       1.06     9.74     -0.11      0.64        -0.56          -0.35                -0.19
1-378123           E           2.32        10.96       0.63    10.03     +0.06      0.80        -0.11          -0.03                -0.08
1-338677           E           2.08        10.31       0.47     9.62     -0.05      0.55        +0.11          -0.30                +0.05
1-43718            E           2.35        11.29       0.82     9.91     +0.09      0.75        -0.15          -0.13                -0.14
1-574402           E           2.16        11.19       1.07     9.58     +0.07      0.56        -0.17          -0.16                -0.12
1-43717            E           1.97        10.01       0.35     9.83     -0.07      0.60        -0.03          -0.18                -0.08
1-338822           E           2.37        11.80       1.42     9.80     +0.11      0.67        -0.36          +0.09                -0.27
1-338697           S           1.73        10.24       0.99     9.22     -0.65      0.43        -0.16          -0.27                -0.01
1-338770           S           1.77        10.11       0.99     9.30     -0.79      0.23        -0.32          -0.09                -0.09
1-338721           E           2.37        11.33       0.88     9.74     +0.10      0.61        -0.25          +0.00                -0.25
1-43723            E           2.28        11.06       0.84     9.82     +0.03      0.66        -0.13          -0.09                -0.15
1-43724            S           1.87        10.42       0.98     9.53     -0.17      0.49        -0.15          -0.06                -0.05
1-338746           E           2.12        10.31       0.29     9.61     +0.12      0.54        -0.10          -0.19                -0.13
1-338709           S           1.75        10.15       0.83     9.23     -0.87      0.25        -0.07          -0.14                -0.03
1-338796           S           1.97        10.79       0.99     9.43     -0.45      0.49        -0.65          -0.49                -0.24
1-338851           E           2.36        11.54       1.08     9.80     +0.08      0.65        -0.29          +0.14                -0.19
1-338828           S           1.91        10.27       0.66     9.37     -0.66      0.40        +0.14          -0.39                +0.17
1-43721            E           2.31        11.61       1.23     9.94     +0.14      0.77        -0.06          +0.07                -0.02
1-338737           S           1.77        10.21       0.91     9.27     -0.93      0.30        -0.10          -0.23                +0.11
1-137870           S           1.70        10.13       0.90     9.26     -0.73      0.34        -0.17          -0.16                -0.05
1-558242           E           2.23        10.53       0.38     9.96     -0.09      0.73        -0.10          -0.10                -0.11
1-217050           E           2.28        11.03       0.72     9.89     +0.03      0.71        -0.11          -0.07                -0.08
1-137801           E           2.36        11.28       0.85     9.91     -0.02      0.71        -0.12          -0.23                -0.16
1-217041           E           2.50        12.02       1.32     9.88     +0.01      0.69        -0.29          -0.02                -0.25
1-137799           E           2.19        10.83       0.69     9.89     -0.12      0.71        -0.14          -0.23                -0.20
1-137730           S           1.73        10.27       0.98     9.24     -0.92      0.43        -0.28          -0.49                +0.01
1-137795           S           1.80        10.33       0.83     9.26     -0.81      0.41        -0.27          -0.38                -0.05
1-137797           S           1.99        10.71       0.91     9.29     -0.74      0.43        -0.18          -0.55                -0.03
1-217060           S           1.61         9.71       0.73     9.41     -0.40      0.27        +0.06          +0.30                +0.01
1-585433           S           1.91         9.97       0.58     9.59     -0.10      0.49        -0.39          -0.57                -0.26
1-558247           S           2.06        10.56       0.76     9.49     -0.34      0.47        +0.02          +0.21                -0.04
1-217256           S           1.71         9.69       0.71     8.99     -1.31      0.02        -0.48          -0.70                -0.14
1-217022           E           2.21        10.77       0.60     9.88     +0.06      0.70        -0.05          -0.12                -0.06
1-137714           E           2.00        10.24       0.54     9.84     -0.16      0.61        +0.04          -0.15                -0.04
1-217069           S           1.81        10.39       0.89     9.51     -0.70      0.40        -0.04          -0.04                +0.07
1-217044           S           1.68         9.50       0.30     9.78     -0.18      0.54        -0.11          -0.03                -0.07
1-43679            E           1.85         9.86       0.36     9.83     -0.10      0.63        +0.10          -0.18                +0.09
1-43672            S           2.16        10.54       0.67     9.57     -0.15      0.54        -0.01          -0.29                -0.04
1-43773            E           2.18        10.77       0.66     9.79     -0.05      0.65        -0.04          -0.10                -0.05
1-43663            S           1.70         9.52       0.31     9.32     -0.96      0.44        +0.01          -0.00                +0.08
1-43381            S           1.68         9.79       0.70     9.28     -0.92      0.28        -0.14          -0.04                -0.01
1-43632            S           1.82        10.22       0.79     9.28     -0.86      0.43        +0.03          +0.03                +0.00
1-43702            S           1.89        10.38       0.75     9.20     -1.01      0.38        -0.12          -0.17                -0.01
1-43654            S           2.08        10.56       0.67     9.78     +0.13      0.65        -0.30          +0.18                -0.17
1-43783            S           2.10        10.93       1.09     9.39     -0.34      0.44        -0.48          -0.95                -0.17
1-548082           S           2.04        10.61       0.73     9.65     -0.02      0.54        +0.11          -0.00                +0.02
1-43933            E           2.26        11.02       0.78     9.81     +0.02      0.63        -0.09          -0.14                -0.13
1-43956            S           1.87        10.22       0.67     9.22     -1.11      0.27        -0.03          +0.08                -0.08
1-43687            S           2.15        11.01       0.99     9.80     -0.01      0.61        -0.20          -0.20                -0.19
1-43680            E           1.50         9.25       0.43     9.85     -0.25      0.57        -0.01          -0.03                -0.00
1-337898           S           1.71         9.39       0.22     9.35     -0.77      0.47        +0.11          +0.25                -0.05
1-338220           S           2.05        10.73       0.94     9.66     -0.04      0.53        -0.05          -0.13                +0.05
1-338152           E           2.35        11.57       1.18     9.91     +0.07      0.75        -0.08          -0.12                -0.09
1-43012            S           1.84        10.51       0.99     9.38     -0.36      0.45        -0.27          -0.12                -0.04
1-43506            S           2.15        11.26       1.29     9.52     -0.07      0.46        -0.28          -0.31                -0.14
1-43099            E           2.31        11.39       1.07     9.68     +0.06      0.54        -0.23          +0.04                -0.18
1-43241            E           2.38        11.41       0.95     9.77     +0.08      0.63        -0.06          -0.02                -0.08
1-604761           S           2.17        11.39       1.35     9.77     -0.03      0.67        -0.73          -0.20                -0.30
1-43009            S           1.96        10.67       0.94     9.54     -0.49      0.52        -0.63          -0.42                -0.28
1-43505            S           1.73         9.83       0.53     9.04     -0.97      0.21        -0.19          +0.16                +0.02
1-338237           S           2.08        10.63       0.70     9.69     -0.01      0.58        +0.00          -0.19                -0.01
1-43497            S           1.79        10.34       0.93     9.29     -0.60      0.25        -0.05          +0.07                +0.01
1-43022            S           1.91        10.28       0.74     9.37     -0.70      0.39        -0.04          -0.53                -0.03
1-43512            E           2.31        11.32       1.04     9.89     +0.04      0.70        -0.13          -0.32                -0.19
1-558471           E           2.05        10.41       0.51     9.75     -0.04      0.56        -0.10          -0.01                -0.07
1-217326           S           1.76         9.86       0.62     9.44     -0.46      0.38        -0.38          +0.02                -0.13
1-137853           E           2.32        11.17       0.85     9.92     +0.06      0.74        -0.17          -0.20                -0.16
1-217324           E           2.29        10.58       0.28    10.02     +0.08      0.81        -0.04          -0.07                -0.03
1-137845           E           2.32        11.23       0.89     9.85     +0.08      0.70        -0.21          -0.08                -0.19
1-217331           S           1.74        10.17       0.91     9.21     -0.79      0.25        -0.25          -0.21                -0.14
1-217210           S           1.62         9.80       0.68     9.28     -0.57      0.25        -0.11          -0.17                -0.04
1-217304           E           2.18        10.75       0.65     9.84     +0.02      0.65        -0.04          -0.00                -0.04
1-217221           S           2.00        10.38       0.70     8.90     -1.07      0.41        +0.32          -0.11                -0.39
1-217171           S           1.83         9.94       0.40     9.24     -0.84      0.31        -0.03          +0.15                +0.01
1-558926           S           2.15        10.93       0.95     9.32     -0.61      0.49        +0.10          +0.16                -0.08
1-147394           S           1.69         9.75       0.70     9.05     -1.12      0.07        -0.08          -0.16                +0.03
1-137844           E           2.22        11.02       0.85     9.74     -0.02      0.64        +0.00          -0.30                -0.13
1-217300           E           1.51         9.01       0.13     9.18     -1.01      0.50        -0.44          +0.10                -0.20
1-339094           E           2.04        10.35       0.48     9.61     -0.06      0.46        -0.03          -0.12                -0.03
1-43741            E           2.29        10.97       0.77     9.96     -0.15      0.71        -0.10          -0.41                -0.18
1-339116           S           1.79         9.86       0.51     9.31     -0.71      0.34        +0.10          -0.08                +0.17
1-44526            E           2.19        10.64       0.58     9.81     +0.01      0.63        -0.12          +0.02                -0.13
1-339092           E           2.27        11.29       1.00     9.82     +0.04      0.67        -0.02          -0.21                -0.03
1-43733            S           1.98        10.51       0.89     9.32     -0.53      0.40        -0.15          -0.52                -0.10
1-44172            S           1.85        10.48       0.89     9.34     -0.60      0.32        -0.43          -0.27                -0.19
1-44163            E           2.23        10.86       0.67     9.88     +0.01      0.68        -0.44          +0.10                -0.32
1-44180            S           2.10        10.62       0.76     9.65     -0.18      0.55        -0.22          -0.39                -0.16
1-338771           S           1.96        10.63       0.95     9.42     -0.49      0.39        -0.25          -0.33                -0.06
1-604937           S           2.20        11.04       1.01     9.56     -0.10      0.56        -0.11          -0.30                +0.03
1-44100            E           2.35        11.27       0.88     9.92     +0.09      0.75        -0.25          +0.10                -0.18
1-44141            E           2.04        10.30       0.54     9.66     -0.01      0.50        -0.01          -0.12                -0.03
1-44549            E           2.32        11.57       1.18     9.82     -0.02      0.62        -0.04          -0.28                -0.10
1-44117            S           2.06        10.71       0.91     9.73     -0.06      0.60        -0.15          -0.02                -0.11
1-44083            S           1.56         9.81       0.87     8.99     -0.96      0.29        -0.46          +0.10                -0.06
1-339057           E           2.21        10.87       0.81     9.94     +0.10      0.76        -0.19          +0.04                -0.09
1-274646           E           1.96         9.99       0.41     9.50     -0.07      0.43        -0.00          +0.02                -0.03
1-254642           E           2.41        11.70       1.18     9.86     +0.11      0.70        -0.14          -0.12                -0.15
1-274658           E           2.25        10.84       0.62     9.92     +0.06      0.76        -0.13          -0.09                -0.12
1-255220           E           1.87         9.73       0.21     9.81     -0.22      0.55        +0.01          -0.08                -0.00
1-274663           E           2.30        11.12       0.81     9.88     +0.01      0.70        -0.09          -0.10                -0.07
1-274583           S           1.94        10.49       0.85     9.55     -0.13      0.47        +0.12          +0.03                -0.02
1-274570           E           2.35        11.41       1.04     9.86     +0.09      0.69        -0.31          +0.05                -0.23
1-254394           E           2.25        10.85       0.67     9.87     +0.14      0.71        -0.16          +0.02                -0.12
1-274706           S           1.85        10.52       0.96     9.37     -0.52      0.35        +0.09          -0.34                +0.10
1-275456           S           2.09        10.86       0.91     9.34     -0.27      0.45        -0.03          +0.25                -0.02
1-254940           S           1.87        10.17       0.65     9.46     -0.56      0.44        -0.16          -0.00                +0.01
1-274637           E           2.21        10.71       0.54     9.87     -0.18      0.60        -0.17          -0.01                -0.11
1-255248           S           2.10        10.71       0.90     9.68     +0.12      0.63        -0.19          -0.25                -0.08
1-274593           S           1.76        10.18       0.82     9.14     -0.80      0.33        -0.34          -0.13                -0.07
1-274689           S           1.80         9.95       0.52     9.24     -0.88      0.51        -0.04          -0.13                -0.06
1-523108           S           1.92        10.07       0.56     9.22     -0.66      0.38        -0.05          +0.20                -0.11
1-235136           S           1.55         9.52       0.58     9.17     -0.88      0.22        -0.05          -0.13                +0.03
1-285737           S           1.89        10.53       0.81     9.31     -0.44      0.46        -0.33          -0.21                -0.13
1-321739           S           2.16        10.93       1.05     9.55     -0.34      0.53        -0.27          -0.48                -0.16
1-285729           E           2.21        11.10       0.93     9.66     -0.01      0.58        -0.26          -0.32                -0.05
1-251129           S           1.96        10.40       0.68     9.00     -0.99      0.29        -0.15          -0.23                -0.15
1-252073           S           1.61         9.32       0.22     9.49     -0.54      0.42        +0.09          -0.17                -0.02
1-487185           E           2.25        11.30       1.07     9.83     -0.01      0.63        -0.13          -0.12                -0.13
1-284329           S           2.10        11.08       1.19     9.53     -0.32      0.54        -0.00          -0.06                -0.03
1-405213           E           2.43        11.70       1.13     9.87     +0.17      0.73        -0.22          +0.07                -0.15
1-487488           S           1.66         9.59       0.44     9.27     -0.72      0.36        -0.08          +0.20                -0.19
1-94470            E           2.22        10.38       0.22    10.02     +0.01      0.78        -0.09          -0.11                -0.06
1-148127           E           2.45        11.54       0.91    10.02     +0.02      0.79        -0.01          -0.10                -0.01
1-235257           S           1.63         9.47       0.32     9.49     +0.03      0.41        +0.18          -0.30                +0.02
1-235398           S           2.10        10.67       0.78     9.60     -0.10      0.53        +0.02          -0.16                -0.05
1-91582            E           2.43        11.59       1.05     9.95     +0.03      0.76        -0.08          -0.18                -0.06
1-542358           S           2.06        10.64       0.73     9.48     -0.24      0.49        -0.29          -0.48                -0.05
1-93706            E           2.20        10.71       0.73     9.79     +0.00      0.62        +0.00          -0.24                -0.08
1-94027            S           2.16        10.66       0.70     9.55     -0.05      0.51        -0.16          -0.20                -0.06
1-209198           S           1.72         9.76       0.50     9.04     -1.02      0.35        -0.12          -0.20                +0.08
1-134248           S           1.60         9.44       0.43     9.38     -0.66      0.38        -0.26          -0.02                -0.00
1-210961           S           2.01        10.33       0.63     9.73     +0.07      0.56        -0.04          +0.02                -0.00
1-576431           E           2.32        11.39       1.06     9.88     +0.05      0.69        +0.04          -0.23                -0.02
1-134978           E           2.41        11.60       1.04     9.78     +0.09      0.63        -0.14          +0.00                -0.12
1-95092            E           2.19        10.80       0.65     9.46     +0.01      0.48        -0.26          -0.33                -0.11
1-594520           E           2.31        11.09       0.80     9.88     +0.09      0.73        -0.11          -0.16                -0.17
1-135157           E           2.25        10.91       0.75     9.95     +0.04      0.77        -0.03          +0.01                -0.03
1-211002           S           1.56         9.33       0.36     9.42     -0.32      0.45        +0.20          -0.02                +0.03
1-136248           E           2.11        10.71       0.82     9.76     -0.07      0.60        -0.09          -0.30                -0.14
1-113675           E           2.33        11.32       0.94     9.82     -0.33      0.61        -0.08          -0.00                -0.06
1-93375            S           2.03        10.33       0.54     9.78     +0.06      0.62        -0.03          -0.27                -0.07
1-546807           S           1.77        10.21       0.99     9.11     -0.60      0.10        -0.08          +0.17                -0.13
1-178541           E           2.27        10.95       0.71     9.63     +0.14      0.52        -0.09          -0.05                -0.08
1-135129           E           2.12        10.78       0.90     9.76     +0.09      0.64        -0.09          -0.10                -0.17
1-322035           S           1.94        10.66       0.93     9.21     -0.66      0.26        -0.23          -0.43                -0.12
1-25517            S           1.67         9.76       0.64     8.98     -0.90      0.07        +0.03          +0.09                -0.10
1-22970            S           2.14        10.88       0.93     9.82     -0.17      0.61        -0.23          -0.12                -0.11
1-209980           S           2.21        10.97       0.80     9.78     -0.15      0.61        -0.15          +0.03                -0.08
1-178270           E           2.15        10.24       0.16     9.99     -0.03      0.74        +0.03          -0.19                -0.02
1-488464           E           2.06        10.23       0.38     9.84     -0.01      0.64        -0.21          -0.10                -0.15
1-91417            S           1.88        10.36       0.84     9.45     -0.67      0.43        -0.11          -0.32                -0.10
1-178473           E           2.15        10.60       0.64     9.88     -0.05      0.67        -0.09          -0.12                -0.11
1-211019           E           2.06        10.07       0.16     9.94     -0.03      0.71        -0.03          +0.04                -0.03
1-211084           E           2.21        10.71       0.57     9.84     +0.05      0.68        -0.11          -0.05                -0.11
1-260809           E           2.39        11.59       1.25    10.00     -0.03      0.78        -0.12          -0.20                -0.14
1-24476            E           2.08        10.72       0.84     9.41     -0.15      0.32        +0.01          -0.23                +0.01
1-92866            E           2.32        11.40       1.10     9.80     +0.06      0.66        -0.28          -0.03                -0.21
1-248388           S           1.97        10.68       0.90     9.00     -0.99      0.30        -0.25          +0.07                -0.34
1-178276           S           1.93        10.54       0.92     9.18     -0.83      0.35        -0.30          -0.02                +0.03
1-148068           S           2.10        11.19       1.18     9.62     -0.06      0.61        -0.48          -0.60                -0.21
1-519706           S           1.68         9.89       0.76     9.39     -1.01      0.32        -0.14          -0.13                -0.15
1-24390            S           1.92        10.24       0.71     9.45     -0.38      0.43        -0.18          +0.12                -0.08
1-276550           S           1.78         9.78       0.40     9.75     -0.31      0.50        -0.04          +0.10                -0.01
1-96151            S           2.13        10.92       0.97     9.82     -0.22      0.64        -0.53          +0.13                -0.24
1-620115           S           1.52         9.34       0.40     9.07     -0.80      0.30        -0.30          +0.02                -0.07
1-251686           S           1.84        10.45       0.93     9.17     -0.51      0.34        -0.31          -0.42                -0.13
1-564490           S           1.91        10.53       0.90     9.08     -0.55      0.19        -0.33          -0.19                -0.39
1-277997           S           1.80        10.38       1.01     9.28     -0.52      0.29        -0.43          -0.22                -0.23
1-258748           S           1.66         9.65       0.49     9.26     -0.83      0.30        -0.08          -0.03                -0.07
1-402409           E           2.32        11.52       1.18     9.79     +0.07      0.64        -0.18          +0.01                -0.15
1-211044           S           1.79         9.86       0.56     9.81     -0.13      0.58        +0.13          -0.14                +0.06
1-248415           E           1.47         9.07       0.35     9.33     -0.46      0.34        +0.35          +0.01                +0.12
1-560826           E           2.28        11.28       0.95     9.47     -0.08      0.51        +0.05          +0.21                -0.06
1-260010           E           1.97        10.23       0.55     9.50     -0.21      0.45        -0.38          -0.75                -0.16
1-178265           S           1.87        10.49       1.00     9.21     -0.78      0.35        -0.34          -0.13                -0.14
1-592049           E           2.34        11.06       0.74     9.89     +0.05      0.71        -0.15          -0.04                -0.13
1-235270           S           1.74        10.54       1.16     9.27     -0.82      0.32        -0.01          -0.00                -0.12
1-322045           S           1.72        10.02       0.77     8.82     -1.18      0.05        +0.10          +0.04                -0.16
1-402609           E           2.10        10.62       0.72     9.77     +0.04      0.63        +0.01          -0.05                -0.00
1-251067           E           2.05        10.45       0.57     9.95     -0.15      0.70        -0.03          -0.07                -0.08
1-252126           S           1.62         9.03      -0.05     9.53     -0.27      0.42        +0.12          -0.15                -0.02
1-569034           S           2.15        11.10       1.07     9.45     -0.49      0.45        -0.19          +0.25                -0.19
1-251762           S           2.16        11.05       1.04     9.50     -0.18      0.44        -0.17          -0.36                -0.06
1-210989           S           2.02        10.27       0.60     9.30     -0.36      0.38        +0.20          +0.09                -0.02
1-260823           S           2.05        10.51       0.60     9.52     -0.40      0.48        -0.16          -0.41                -0.05
1-276547           S           1.86        10.49       0.95     9.21     -0.81      0.30        -0.37          -0.19                -0.29
1-148086           E           2.40        11.72       1.20     9.65     +0.09      0.59        -0.20          -0.19                -0.23
1-210962           E           2.25        11.11       0.94     9.69     +0.04      0.55        -0.11          -0.25                -0.14
1-258536           E           2.26        10.42       0.13    10.00     -0.02      0.76        -0.10          -0.02                -0.08
1-285031           S           2.02        10.49       0.70     9.52     -0.23      0.52        -0.26          -0.21                -0.10
1-91747            S           1.99        10.23       0.41     9.74     +0.05      0.58        -0.03          -0.16                -0.04
1-542327           E           2.37        11.31       1.00     9.77     +0.08      0.67        -0.41          -0.23                -0.17
1-542312           E           2.35        11.31       0.88    10.00     +0.03      0.79        -0.13          -0.11                -0.11
1-94009            S           1.87        10.61       0.89     9.31     -0.31      0.44        -0.37          -0.24                -0.13
1-209109           E           2.33        11.26       0.82     9.90     +0.02      0.72        -0.12          -0.19                -0.15
1-92537            E           2.42        11.60       1.08     9.89     +0.12      0.73        -0.14          -0.05                -0.10
1-134239           S           2.05        10.61       0.88     9.72     -0.09      0.66        -0.31          -0.67                -0.09
1-210802           E           2.13        10.54       0.67     9.74     +0.14      0.65        -0.09          -0.11                -0.14
1-247628           E           2.30        11.06       0.83     9.83     +0.01      0.65        -0.05          -0.29                -0.14
1-322087           E           1.93         9.76       0.09     9.68     +0.00      0.53        +0.22          -0.13                +0.14
1-419345           E           2.07        10.36       0.57     9.79     +0.13      0.66        -0.13          -0.06                -0.16
1-93858            S           2.16        10.67       0.68     9.80     +0.10      0.68        -0.04          -0.23                -0.05
1-95159            S           1.74         9.85       0.56     9.11     -0.91      0.33        +0.13          +0.19                -0.05
1-211059           E           2.20        10.83       0.76     9.82     +0.09      0.68        -0.13          -0.13                -0.19
1-135503           E           2.24        10.89       0.61     9.72     +0.12      0.61        +0.11          -0.13                +0.03
1-546873           E           2.04        10.43       0.59     9.77     -0.16      0.59        +0.12          -0.05                +0.03
1-94934            E           2.36        11.19       0.77     9.94     +0.10      0.76        -0.13          +0.03                -0.07
1-418626           S           1.84        10.52       1.07     9.24     -0.56      0.28        -0.36          -0.49                -0.20
1-547107           S           1.75         9.89       0.47     9.28     -0.95      0.17        +0.09          +0.29                +0.17
1-178204           S           2.03        10.25       0.49     9.88     -0.11      0.63        -0.05          -0.15                -0.05
1-322802           S           2.21        11.24       1.03     9.55     +0.00      0.56        -0.54          -0.53                -0.25
1-633587           E           2.32        11.20       0.85     9.81     +0.04      0.63        -0.11          -0.02                -0.10
1-24394            E           1.90        10.06       0.55     9.69     +0.02      0.56        -0.17          -0.12                -0.11
1-547210           E           2.40        11.59       1.11     9.78     -0.03      0.64        -0.25          -0.24                -0.19
1-135657           S           1.95         9.94       0.28     9.35     -0.61      0.43        +0.07          -0.12                +0.04
1-94228            E           2.20        10.65       0.53     9.79     +0.07      0.63        -0.10          -0.19                -0.14
1-322806           S           2.05        10.84       0.97     9.51     -0.37      0.49        -0.47          -0.18                -0.29
1-92635            E           2.25        11.28       1.04     9.75     +0.07      0.60        -0.06          -0.10                -0.08
1-402454           E           2.30        11.11       0.78     9.73     +0.03      0.58        -0.44          +0.08                -0.30
1-258747           E           1.84         9.71       0.31     9.73     -0.02      0.55        +0.12          -0.29                +0.02
1-322787           S           1.60        10.00       1.05     9.22     -0.78      0.45        -0.33          +0.03                -0.62
1-282712           S           1.79        10.30       0.87     9.10     -0.78      0.21        -0.21          -0.10                +0.01
1-148046           S           2.02        10.66       0.83     9.38     -0.63      0.60        -0.76          -0.38                -0.14
1-211006           E           2.23        10.62       0.50     9.90     +0.09      0.73        -0.27          -0.02                -0.21
1-634828           E           2.17        10.57       0.55     9.36     -0.53      0.46        -0.05          -0.07                -0.06
1-91762            S           1.88        10.45       0.91     9.20     -0.84      0.36        -0.15          +0.04                -0.16
1-135095           S           1.76        10.09       0.69     9.35     -0.20      0.37        -0.01          +0.13                -0.01
1-611836           S           2.10        10.85       0.88     9.52     -0.26      0.46        -0.54          -0.72                -0.24
1-322679           S           1.81         9.89       0.53     9.72     -0.19      0.53        -0.14          -0.36                -0.11
1-211082           S           2.25        11.16       0.96     9.67     +0.09      0.65        -0.42          -0.14                -0.24
1-176546           S           2.00        10.69       0.89     9.29     -0.41      0.40        -0.10          -0.31                +0.02
1-258782           S           1.68         9.68       0.56     9.62     -0.21      0.46        +0.19          -0.08                +0.15
1-322671           E           2.19        10.83       0.71     9.76     +0.08      0.62        -0.10          -0.07                -0.16
1-210754           S           2.12        10.64       0.70     9.76     +0.10      0.63        -0.22          -0.08                -0.18
1-633591           E           2.39        11.25       0.81     9.93     +0.07      0.75        -0.07          -0.06                -0.07
1-323055           E           2.24        10.68       0.48     9.88     +0.12      0.72        -0.12          -0.11                -0.13
1-575704           E           1.99        10.16       0.50     9.67     -0.05      0.50        +0.02          -0.11                -0.02
1-569216           S           2.27        11.11       1.01     9.87     -0.01      0.71        -0.22          -0.28                -0.11
1-519742           S           1.65         9.68       0.56     9.64     -0.45      0.46        -0.59          +0.08                -0.22
